src,dst,relationship
userId_13364,userId_28140,follow
userId_13364,userId_10245,follow
userId_13364,userId_38599,follow
userId_13364,userId_24358,follow
userId_13364,userId_30208,follow
userId_13364,userId_34959,follow
userId_13364,userId_13332,follow
userId_13364,userId_20053,follow
userId_13364,userId_16653,follow
userId_13364,userId_6546,follow
userId_13364,userId_2948,follow
userId_13364,userId_30527,follow
userId_13364,userId_12359,follow
userId_13364,userId_20380,follow
userId_13364,userId_7154,follow
userId_13364,userId_8613,follow
userId_13364,userId_2924,follow
userId_13364,userId_35144,follow
userId_13364,userId_27428,follow
userId_13364,userId_37440,follow
userId_13364,userId_20689,follow
userId_13364,userId_23942,follow
userId_13364,userId_26417,follow
userId_13364,userId_26128,follow
userId_13364,userId_23646,follow
userId_13364,userId_18353,follow
userId_13364,userId_29008,follow
userId_13364,userId_35067,follow
userId_13364,userId_18478,follow
userId_13364,userId_8262,follow
userId_13364,userId_12581,follow
userId_13364,userId_35248,follow
userId_13364,userId_12728,follow
userId_13364,userId_15289,follow
userId_13364,userId_18143,follow
userId_13364,userId_11644,follow
userId_13364,userId_26793,follow
userId_13364,userId_20425,follow
userId_13364,userId_29684,follow
userId_13364,userId_9527,follow
userId_13364,userId_39392,follow
userId_13364,userId_10581,follow
userId_13364,userId_23558,follow
userId_13364,userId_16576,follow
userId_13364,userId_22906,follow
userId_13364,userId_18922,follow
userId_13364,userId_33190,follow
userId_13364,userId_4822,follow
userId_13364,userId_12192,follow
userId_13364,userId_31997,follow
userId_13364,userId_23719,follow
userId_13364,userId_39697,follow
userId_13364,userId_7571,follow
userId_13364,userId_19790,follow
userId_13364,userId_19504,follow
userId_13364,userId_11769,follow
userId_13364,userId_8649,follow
userId_13364,userId_25699,follow
userId_13364,userId_11864,follow
userId_13364,userId_15583,follow
userId_13364,userId_35466,follow
userId_13364,userId_8954,follow
userId_13364,userId_3190,follow
userId_13364,userId_16970,follow
userId_13364,userId_24482,follow
userId_13364,userId_37898,follow
userId_13364,userId_34861,follow
userId_13364,userId_7452,follow
userId_13364,userId_104,follow
userId_13364,userId_12469,follow
userId_13364,userId_10723,follow
userId_13364,userId_16430,follow
userId_13364,userId_34991,follow
userId_13364,userId_34042,follow
userId_13364,userId_16211,follow
userId_13364,userId_11920,follow
userId_13364,userId_19655,follow
userId_13364,userId_24433,follow
userId_13364,userId_11024,follow
userId_13364,userId_23729,follow
userId_13364,userId_20253,follow
userId_13364,userId_36937,follow
userId_13364,userId_22482,follow
userId_13364,userId_29538,follow
userId_13364,userId_29810,follow
userId_13364,userId_6880,follow
userId_13364,userId_3248,follow
userId_13364,userId_18971,follow
userId_13364,userId_25765,follow
userId_13364,userId_38911,follow
userId_13364,userId_22747,follow
userId_13364,userId_4089,follow
userId_13364,userId_8154,follow
userId_13364,userId_1064,follow
userId_13364,userId_18652,follow
userId_13364,userId_10843,follow
userId_13364,userId_34199,follow
userId_13364,userId_33451,follow
userId_13364,userId_769,follow
userId_13364,userId_30412,follow
userId_13364,userId_18327,follow
userId_13364,userId_2260,follow
userId_13364,userId_20862,follow
userId_13364,userId_10083,follow
userId_13364,userId_32615,follow
userId_13364,userId_28043,follow
userId_13364,userId_27666,follow
userId_13364,userId_22033,follow
userId_13364,userId_18014,follow
userId_13364,userId_10603,follow
userId_13364,userId_16951,follow
userId_13364,userId_12221,follow
userId_13364,userId_37856,follow
userId_13364,userId_3344,follow
userId_13364,userId_19551,follow
userId_13364,userId_22021,follow
userId_13364,userId_26325,follow
userId_13364,userId_36210,follow
userId_13364,userId_12570,follow
userId_13364,userId_32402,follow
userId_13364,userId_25559,follow
userId_13364,userId_24534,follow
userId_13364,userId_15731,follow
userId_13364,userId_8186,follow
userId_13364,userId_4879,follow
userId_13364,userId_25985,follow
userId_13364,userId_6724,follow
userId_13364,userId_6307,follow
userId_13364,userId_21031,follow
userId_13364,userId_15544,follow
userId_13364,userId_5209,follow
userId_13364,userId_14051,follow
userId_13364,userId_3796,follow
userId_13364,userId_28594,follow
userId_13364,userId_6373,follow
userId_13364,userId_16101,follow
userId_13364,userId_34651,follow
userId_13364,userId_34918,follow
userId_13364,userId_17513,follow
userId_13364,userId_7900,follow
userId_13364,userId_30124,follow
userId_13364,userId_11694,follow
userId_13364,userId_36464,follow
userId_13364,userId_2444,follow
userId_13364,userId_8834,follow
userId_13364,userId_28242,follow
userId_13364,userId_34435,follow
userId_13364,userId_37221,follow
userId_13364,userId_39605,follow
userId_13364,userId_35134,follow
userId_13364,userId_34066,follow
userId_13364,userId_23983,follow
userId_13364,userId_10796,follow
userId_13364,userId_12084,follow
userId_13364,userId_27836,follow
userId_13364,userId_22727,follow
userId_13364,userId_36948,follow
userId_13364,userId_5893,follow
userId_13364,userId_14584,follow
userId_13364,userId_1340,follow
userId_13364,userId_35850,follow
userId_13364,userId_13032,follow
userId_13364,userId_5230,follow
userId_13364,userId_973,follow
userId_13364,userId_24563,follow
userId_13364,userId_38698,follow
userId_13364,userId_25345,follow
userId_13364,userId_23505,follow
userId_13364,userId_35685,follow
userId_13364,userId_16599,follow
userId_13364,userId_25303,follow
userId_13364,userId_18819,follow
userId_13364,userId_10846,follow
userId_13364,userId_24924,follow
userId_13364,userId_22314,follow
userId_13364,userId_27290,follow
userId_13364,userId_1357,follow
userId_13364,userId_24665,follow
userId_13364,userId_32414,follow
userId_13364,userId_32586,follow
userId_13364,userId_997,follow
userId_13364,userId_11344,follow
userId_13364,userId_2055,follow
userId_13364,userId_32018,follow
userId_13364,userId_10087,follow
userId_13364,userId_7134,follow
userId_13364,userId_7094,follow
userId_13364,userId_24278,follow
userId_13364,userId_23317,follow
userId_13364,userId_24291,follow
userId_13364,userId_24966,follow
userId_13364,userId_39665,follow
userId_13364,userId_11831,follow
userId_13364,userId_13012,follow
userId_13364,userId_6431,follow
userId_13364,userId_33044,follow
userId_13364,userId_19039,follow
userId_13364,userId_12250,follow
userId_13364,userId_3686,follow
userId_13364,userId_32489,follow
userId_13364,userId_5705,follow
userId_13364,userId_13755,follow
userId_13364,userId_18615,follow
userId_13364,userId_32352,follow
userId_13364,userId_17453,follow
userId_13364,userId_37679,follow
userId_13364,userId_28346,follow
userId_13364,userId_38793,follow
userId_13364,userId_3667,follow
userId_13364,userId_22718,follow
userId_13364,userId_9007,follow
userId_13364,userId_11612,follow
userId_13364,userId_28135,follow
userId_13364,userId_34773,follow
userId_13364,userId_17225,follow
userId_13364,userId_32613,follow
userId_13364,userId_11453,follow
userId_13364,userId_13336,follow
userId_13364,userId_5189,follow
userId_13364,userId_23688,follow
userId_13364,userId_12761,follow
userId_13364,userId_2726,follow
userId_13364,userId_3197,follow
userId_13364,userId_26635,follow
userId_13364,userId_32883,follow
userId_13364,userId_29976,follow
userId_13364,userId_9955,follow
userId_13364,userId_24592,follow
userId_13364,userId_6639,follow
userId_13364,userId_25883,follow
userId_13364,userId_4452,follow
userId_13364,userId_8754,follow
userId_13364,userId_38772,follow
userId_13364,userId_29432,follow
userId_13364,userId_2002,follow
userId_13364,userId_19542,follow
userId_13364,userId_23790,follow
userId_13364,userId_2145,follow
userId_13364,userId_23060,follow
userId_13364,userId_32730,follow
userId_13364,userId_6353,follow
userId_13364,userId_14012,follow
userId_13364,userId_39585,follow
userId_13364,userId_7476,follow
userId_13364,userId_9372,follow
userId_13364,userId_4887,follow
userId_13364,userId_1390,follow
userId_13364,userId_4917,follow
userId_13364,userId_30126,follow
userId_13364,userId_26633,follow
userId_13364,userId_13573,follow
userId_13364,userId_4406,follow
userId_13364,userId_30582,follow
userId_13364,userId_34331,follow
userId_13364,userId_4972,follow
userId_13364,userId_11505,follow
userId_13364,userId_15039,follow
userId_13364,userId_26889,follow
userId_13364,userId_28402,follow
userId_13364,userId_32924,follow
userId_13364,userId_9071,follow
userId_13364,userId_8047,follow
userId_13364,userId_7660,follow
userId_13364,userId_35650,follow
userId_13364,userId_9045,follow
userId_13364,userId_27178,follow
userId_13364,userId_9856,follow
userId_13364,userId_15799,follow
userId_13364,userId_32461,follow
userId_13364,userId_9294,follow
userId_13364,userId_30183,follow
userId_13364,userId_32584,follow
userId_13364,userId_11292,follow
userId_13364,userId_9841,follow
userId_13364,userId_18282,follow
userId_13364,userId_37727,follow
userId_13364,userId_34537,follow
userId_13364,userId_7334,follow
userId_13364,userId_2348,follow
userId_13364,userId_17556,follow
userId_13364,userId_8197,follow
userId_13364,userId_24246,follow
userId_13364,userId_16021,follow
userId_13364,userId_21472,follow
userId_13364,userId_34992,follow
userId_13364,userId_37515,follow
userId_13364,userId_22946,follow
userId_13364,userId_7306,follow
userId_13364,userId_22009,follow
userId_13364,userId_17881,follow
userId_13364,userId_38496,follow
userId_13364,userId_307,follow
userId_13364,userId_18012,follow
userId_13364,userId_21272,follow
userId_13364,userId_3369,follow
userId_13364,userId_4939,follow
userId_13364,userId_25139,follow
userId_13364,userId_2983,follow
userId_13364,userId_8285,follow
userId_13364,userId_32701,follow
userId_13364,userId_6166,follow
userId_13364,userId_21889,follow
userId_13364,userId_31528,follow
userId_13364,userId_36966,follow
userId_13364,userId_38064,follow
userId_13364,userId_2040,follow
userId_13364,userId_17141,follow
userId_13364,userId_23506,follow
userId_13364,userId_36534,follow
userId_13364,userId_35205,follow
userId_13364,userId_38470,follow
userId_13364,userId_4492,follow
userId_13364,userId_3381,follow
userId_13364,userId_15168,follow
userId_13364,userId_36148,follow
userId_13364,userId_9646,follow
userId_13364,userId_25342,follow
userId_13364,userId_1713,follow
userId_13364,userId_8185,follow
userId_13364,userId_4603,follow
userId_13364,userId_22704,follow
userId_13364,userId_14439,follow
userId_13364,userId_25349,follow
userId_13364,userId_31763,follow
userId_13364,userId_15538,follow
userId_13364,userId_21629,follow
userId_13364,userId_27957,follow
userId_13364,userId_28900,follow
userId_13364,userId_134,follow
userId_13364,userId_21421,follow
userId_13364,userId_2969,follow
userId_13364,userId_1591,follow
userId_13364,userId_982,follow
userId_13364,userId_14547,follow
userId_13364,userId_4534,follow
userId_13364,userId_548,follow
userId_13364,userId_26209,follow
userId_13364,userId_7704,follow
userId_13364,userId_25512,follow
userId_13364,userId_13086,follow
userId_13364,userId_28161,follow
userId_13364,userId_26684,follow
userId_13364,userId_1986,follow
userId_13364,userId_1646,follow
userId_13364,userId_4239,follow
userId_13364,userId_8433,follow
userId_13364,userId_18587,follow
userId_13364,userId_9677,follow
userId_13364,userId_11251,follow
userId_13364,userId_5782,follow
userId_13364,userId_4366,follow
userId_13364,userId_29983,follow
userId_13364,userId_19317,follow
userId_13364,userId_14659,follow
userId_13364,userId_28149,follow
userId_13364,userId_21997,follow
userId_13364,userId_20825,follow
userId_13364,userId_36965,follow
userId_13364,userId_23107,follow
userId_13364,userId_852,follow
userId_13364,userId_9061,follow
userId_13364,userId_8988,follow
userId_13364,userId_4821,follow
userId_13364,userId_25738,follow
userId_13364,userId_17512,follow
userId_13364,userId_32127,follow
userId_13364,userId_34367,follow
userId_13364,userId_14717,follow
userId_13364,userId_24575,follow
userId_13364,userId_27095,follow
userId_13364,userId_7072,follow
userId_13364,userId_7708,follow
userId_13364,userId_3341,follow
userId_13364,userId_21330,follow
userId_13364,userId_2114,follow
userId_13364,userId_3958,follow
userId_13364,userId_27823,follow
userId_13364,userId_13681,follow
userId_13364,userId_22737,follow
userId_13364,userId_20182,follow
userId_13364,userId_6447,follow
userId_13364,userId_1636,follow
userId_13364,userId_10528,follow
userId_13364,userId_36476,follow
userId_13364,userId_27225,follow
userId_13364,userId_10503,follow
userId_13364,userId_9487,follow
userId_13364,userId_39194,follow
userId_13364,userId_8475,follow
userId_13364,userId_9771,follow
userId_13364,userId_27199,follow
userId_13364,userId_25399,follow
userId_13364,userId_3634,follow
userId_13364,userId_9640,follow
userId_13364,userId_9848,follow
userId_13364,userId_9417,follow
userId_13364,userId_25712,follow
userId_13364,userId_8899,follow
userId_13364,userId_27807,follow
userId_13364,userId_26839,follow
userId_13364,userId_881,follow
userId_13364,userId_36490,follow
userId_13364,userId_4868,follow
userId_13364,userId_26261,follow
userId_13364,userId_11306,follow
userId_13364,userId_30894,follow
userId_13364,userId_25761,follow
userId_13364,userId_6196,follow
userId_13364,userId_7106,follow
userId_13364,userId_11744,follow
userId_13364,userId_19746,follow
userId_13364,userId_3232,follow
userId_13364,userId_35521,follow
userId_13364,userId_14430,follow
userId_13364,userId_32036,follow
userId_13364,userId_36137,follow
userId_13364,userId_9273,follow
userId_13364,userId_36597,follow
userId_13364,userId_28009,follow
userId_13364,userId_32882,follow
userId_13364,userId_19619,follow
userId_13364,userId_27553,follow
userId_13364,userId_20088,follow
userId_13364,userId_21160,follow
userId_13364,userId_30495,follow
userId_13364,userId_3623,follow
userId_13364,userId_29278,follow
userId_13364,userId_38259,follow
userId_13364,userId_11346,follow
userId_13364,userId_18564,follow
userId_13364,userId_17994,follow
userId_13364,userId_14259,follow
userId_13364,userId_33018,follow
userId_13364,userId_16998,follow
userId_13364,userId_16461,follow
userId_13364,userId_27049,follow
userId_13364,userId_38881,follow
userId_13364,userId_19425,follow
userId_13364,userId_25035,follow
userId_13364,userId_21400,follow
userId_13364,userId_36820,follow
userId_13364,userId_13894,follow
userId_13364,userId_13570,follow
userId_13364,userId_24490,follow
userId_13364,userId_605,follow
userId_13364,userId_6380,follow
userId_13364,userId_12346,follow
userId_13364,userId_21409,follow
userId_13364,userId_17477,follow
userId_13364,userId_12405,follow
userId_13364,userId_24114,follow
userId_13364,userId_22893,follow
userId_13364,userId_5291,follow
userId_13364,userId_31158,follow
userId_13364,userId_36224,follow
userId_13364,userId_25188,follow
userId_13364,userId_6083,follow
userId_13364,userId_18664,follow
userId_13364,userId_28620,follow
userId_13364,userId_39695,follow
userId_13364,userId_15496,follow
userId_13364,userId_3217,follow
userId_13364,userId_20514,follow
userId_13364,userId_39530,follow
userId_13364,userId_39761,follow
userId_13364,userId_567,follow
userId_13364,userId_27019,follow
userId_13364,userId_33829,follow
userId_13364,userId_36145,follow
userId_13364,userId_25827,follow
userId_13364,userId_27772,follow
userId_13364,userId_18213,follow
userId_13364,userId_16372,follow
userId_13364,userId_31347,follow
userId_13364,userId_10339,follow
userId_13364,userId_8904,follow
userId_13364,userId_27485,follow
userId_13364,userId_8156,follow
userId_13364,userId_21410,follow
userId_13364,userId_10593,follow
userId_13364,userId_37455,follow
userId_13364,userId_27297,follow
userId_13364,userId_2753,follow
userId_13364,userId_25707,follow
userId_13364,userId_37355,follow
userId_13364,userId_2504,follow
userId_13364,userId_22836,follow
userId_13364,userId_30737,follow
userId_13364,userId_13840,follow
userId_13364,userId_9652,follow
userId_13364,userId_23081,follow
userId_13364,userId_36134,follow
userId_13364,userId_30420,follow
userId_13364,userId_24314,follow
userId_13364,userId_39212,follow
userId_13364,userId_6685,follow
userId_13364,userId_34939,follow
userId_13364,userId_22251,follow
userId_13364,userId_17745,follow
userId_13364,userId_32938,follow
userId_13364,userId_24166,follow
userId_13364,userId_32117,follow
userId_13364,userId_31248,follow
userId_13364,userId_7234,follow
userId_13364,userId_7103,follow
userId_13364,userId_37380,follow
userId_13364,userId_33614,follow
userId_13364,userId_9119,follow
userId_13364,userId_835,follow
userId_13364,userId_10482,follow
userId_13364,userId_8612,follow
userId_13364,userId_9412,follow
userId_13364,userId_38972,follow
userId_13364,userId_35441,follow
userId_13364,userId_11827,follow
userId_13364,userId_20,follow
userId_13364,userId_34050,follow
userId_13364,userId_9358,follow
userId_13364,userId_19793,follow
